Bad Permutation	Even Permutation	ULL	URR	ULR	URL	List of cycle	Original Potential	ListOfPotentialAfteroneSwap	Potentialafter two swap
[6, 4, 3, 5, 0, 1, 2]	True	[3]	[]	[4, 5]	[1, 2]	[[0, 4, 1, 5, 3, 2, 6]]	7	False	False
[6, 4, 3, 5, 2, 0, 1]	True	[3]	[]	[4, 5]	[1, 2]	[[0, 5, 3, 2, 4, 1, 6]]	7	False	False
[6, 4, 5, 0, 2, 3, 1]	True	[]	[]	[4, 5]	[1, 2, 3]	[[0, 3, 5, 2, 4, 1, 6]]	6	False	False
[6, 4, 5, 0, 3, 1, 2]	True	[]	[]	[4, 5]	[1, 2, 3]	[[0, 3, 4, 1, 5, 2, 6]]	6	False	False
[6, 4, 5, 1, 0, 3, 2]	True	[1]	[]	[4, 5]	[2, 3]	[[0, 4, 1, 3, 5, 2, 6]]	7	False	False
[6, 4, 5, 1, 2, 0, 3]	True	[1]	[]	[4, 5]	[2, 3]	[[0, 5, 2, 4, 1, 3, 6]]	7	False	False
[6, 4, 5, 2, 0, 1, 3]	True	[2]	[]	[4, 5]	[1, 3]	[[0, 4, 1, 5, 2, 3, 6]]	7	False	False
[6, 4, 5, 2, 3, 0, 1]	True	[2]	[]	[4, 5]	[1, 3]	[[0, 5, 2, 3, 4, 1, 6]]	7	False	False
[6, 5, 0, 1, 2, 4, 3]	True	[1]	[4]	[5]	[2, 3]	[[0, 2, 4, 5, 1, 3, 6]]	8	False	False
[6, 5, 0, 3, 4, 2, 1]	True	[]	[]	[5]	[1, 2]	[[0, 2, 5, 1, 6]]	4	False	False
[6, 5, 0, 4, 1, 2, 3]	True	[]	[]	[4, 5]	[1, 2, 3]	[[0, 2, 5, 1, 4, 3, 6]]	6	False	False
[6, 5, 0, 4, 2, 3, 1]	True	[]	[]	[4, 5]	[1, 2, 3]	[[0, 2, 4, 3, 5, 1, 6]]	6	False	False
[6, 5, 1, 0, 3, 4, 2]	True	[1]	[4]	[5]	[2, 3]	[[0, 3, 4, 5, 1, 2, 6]]	8	False	False
[6, 5, 1, 2, 0, 4, 3]	True	[1, 2]	[4]	[5]	[3]	[[0, 4, 5, 1, 2, 3, 6]]	9	False	False
[6, 5, 1, 3, 4, 0, 2]	True	[1]	[]	[5]	[2]	[[0, 5, 1, 2, 6]]	5	False	False
[6, 5, 1, 4, 0, 3, 2]	True	[1]	[]	[4, 5]	[2, 3]	[[0, 4, 3, 5, 1, 2, 6]]	7	False	False
[6, 5, 1, 4, 2, 0, 3]	True	[1]	[]	[4, 5]	[2, 3]	[[0, 5, 1, 2, 4, 3, 6]]	7	False	False
[6, 5, 2, 0, 4, 3, 1]	True	[]	[]	[5]	[1, 3]	[[0, 3, 5, 1, 6]]	4	False	False
[6, 5, 2, 1, 4, 0, 3]	True	[1]	[]	[5]	[3]	[[0, 5, 1, 3, 6]]	5	False	False
[6, 5, 2, 3, 0, 4, 1]	True	[]	[4]	[5]	[1]	[[0, 4, 5, 1, 6]]	5	False	False
[6, 5, 2, 3, 1, 0, 4]	True	[]	[4]	[5]	[1]	[[0, 5, 1, 4, 6]]	5	False	False
[6, 5, 3, 1, 0, 4, 2]	True	[1, 3]	[4]	[5]	[2]	[[0, 4, 5, 1, 3, 2, 6]]	9	False	False
[6, 5, 3, 4, 0, 2, 1]	True	[3]	[]	[4, 5]	[1, 2]	[[0, 4, 3, 2, 5, 1, 6]]	7	False	False
[6, 5, 3, 4, 1, 0, 2]	True	[3]	[]	[4, 5]	[1, 2]	[[0, 5, 1, 4, 3, 2, 6]]	7	False	False
[6, 5, 4, 0, 1, 3, 2]	True	[]	[]	[4, 5]	[1, 2, 3]	[[0, 3, 5, 1, 4, 2, 6]]	6	False	False
[6, 5, 4, 0, 3, 2, 1]	True	[]	[]	[4, 5]	[1, 2, 3]	[[0, 3, 4, 2, 5, 1, 6]]	6	False	False
[6, 5, 4, 1, 0, 2, 3]	True	[1]	[]	[4, 5]	[2, 3]	[[0, 4, 2, 5, 1, 3, 6]]	7	False	False
[6, 5, 4, 1, 3, 0, 2]	True	[1]	[]	[4, 5]	[2, 3]	[[0, 5, 1, 3, 4, 2, 6]]	7	False	False
[6, 5, 4, 2, 0, 3, 1]	True	[2]	[]	[4, 5]	[1, 3]	[[0, 4, 2, 3, 5, 1, 6]]	7	False	False
[6, 5, 4, 2, 1, 0, 3]	True	[2]	[]	[4, 5]	[1, 3]	[[0, 5, 1, 4, 2, 3, 6]]	7	False	False
