Bad Permutation	Even Permutation	ULL	URR	ULR	URL	List of cycle	Original Potential	ListOfPotentialAfteroneSwap	Potentialafter two swap
[4, 6, 5, 1, 2, 3, 0]	True	[1]	[]	[5, 6]	[2, 3]	[[0, 6, 1, 3, 5, 2, 4]]	7	False	False
[4, 6, 5, 1, 3, 0, 2]	True	[1]	[]	[5, 6]	[2, 3]	[[0, 5, 2, 6, 1, 3, 4]]	7	False	False
[4, 6, 5, 2, 1, 0, 3]	True	[2]	[]	[5, 6]	[1, 3]	[[0, 5, 2, 3, 6, 1, 4]]	7	False	False
[4, 6, 5, 2, 3, 1, 0]	True	[2]	[]	[5, 6]	[1, 3]	[[0, 6, 1, 5, 2, 3, 4]]	7	False	False
[5, 0, 1, 2, 4, 3, 6]	True	[1, 2]	[]	[]	[3]	[[0, 1, 2, 3, 5]]	6	False	False
[5, 0, 2, 3, 1, 6, 4]	True	[]	[4, 6]	[]	[1]	[[0, 1, 4, 6, 5]]	6	False	False
[5, 0, 2, 3, 4, 1, 6]	True	[]	[]	[]	[1]	[[0, 1, 5]]	2	False	False
[5, 0, 2, 3, 6, 4, 1]	True	[]	[4, 6]	[]	[1]	[[0, 1, 6, 4, 5]]	6	False	False
[5, 0, 2, 4, 1, 3, 6]	True	[]	[]	[4]	[1, 3]	[[0, 1, 4, 3, 5]]	4	False	False
[5, 0, 2, 6, 4, 3, 1]	True	[]	[]	[6]	[1, 3]	[[0, 1, 6, 3, 5]]	4	False	False
[5, 0, 3, 1, 4, 2, 6]	True	[1, 3]	[]	[]	[2]	[[0, 1, 3, 2, 5]]	6	False	False
[5, 0, 3, 4, 6, 2, 1]	True	[3]	[6]	[4]	[1, 2]	[[0, 1, 6, 4, 3, 2, 5]]	8	False	False
[5, 0, 3, 6, 1, 2, 4]	True	[3]	[4]	[6]	[1, 2]	[[0, 1, 4, 6, 3, 2, 5]]	8	False	False
[5, 0, 4, 2, 6, 3, 1]	True	[2]	[6]	[4]	[1, 3]	[[0, 1, 6, 4, 2, 3, 5]]	8	False	False
[5, 0, 4, 3, 1, 2, 6]	True	[]	[]	[4]	[1, 2]	[[0, 1, 4, 2, 5]]	4	False	False
[5, 0, 4, 6, 1, 3, 2]	True	[]	[]	[4, 6]	[1, 2, 3]	[[0, 1, 4, 2, 6, 3, 5]]	6	False	False
[5, 0, 4, 6, 3, 2, 1]	True	[]	[]	[4, 6]	[1, 2, 3]	[[0, 1, 6, 3, 4, 2, 5]]	6	False	False
[5, 0, 6, 2, 1, 3, 4]	True	[2]	[4]	[6]	[1, 3]	[[0, 1, 4, 6, 2, 3, 5]]	8	False	False
[5, 0, 6, 3, 4, 2, 1]	True	[]	[]	[6]	[1, 2]	[[0, 1, 6, 2, 5]]	4	False	False
[5, 0, 6, 4, 1, 2, 3]	True	[]	[]	[4, 6]	[1, 2, 3]	[[0, 1, 4, 3, 6, 2, 5]]	6	False	False
[5, 0, 6, 4, 2, 3, 1]	True	[]	[]	[4, 6]	[1, 2, 3]	[[0, 1, 6, 2, 4, 3, 5]]	6	False	False
[5, 1, 0, 3, 2, 6, 4]	True	[]	[4, 6]	[]	[2]	[[0, 2, 4, 6, 5]]	6	False	False
[5, 1, 0, 3, 4, 2, 6]	True	[]	[]	[]	[2]	[[0, 2, 5]]	2	False	False
[5, 1, 0, 3, 6, 4, 2]	True	[]	[4, 6]	[]	[2]	[[0, 2, 6, 4, 5]]	6	False	False
[5, 1, 0, 4, 2, 3, 6]	True	[]	[]	[4]	[2, 3]	[[0, 2, 4, 3, 5]]	4	False	False
[5, 1, 0, 6, 4, 3, 2]	True	[]	[]	[6]	[2, 3]	[[0, 2, 6, 3, 5]]	4	False	False
[5, 1, 2, 0, 3, 6, 4]	True	[]	[4, 6]	[]	[3]	[[0, 3, 4, 6, 5]]	6	False	False
[5, 1, 2, 0, 4, 3, 6]	True	[]	[]	[]	[3]	[[0, 3, 5]]	2	False	False
[5, 1, 2, 0, 6, 4, 3]	True	[]	[4, 6]	[]	[3]	[[0, 3, 6, 4, 5]]	6	False	False
[5, 1, 2, 3, 0, 4, 6]	True	[]	[4]	[]	[]	[[0, 4, 5]]	3	False	False
[5, 1, 2, 3, 4, 6, 0]	True	[]	[6]	[]	[]	[[0, 6, 5]]	3	False	False
[5, 1, 2, 3, 6, 0, 4]	True	[]	[4, 6]	[]	[]	[[0, 5], [4, 6]]	6	False	False
[5, 1, 2, 4, 0, 6, 3]	True	[]	[6]	[4]	[3]	[[0, 4, 3, 6, 5]]	5	False	False
[5, 1, 2, 4, 6, 3, 0]	True	[]	[6]	[4]	[3]	[[0, 6, 4, 3, 5]]	5	False	False
[5, 1, 2, 6, 0, 3, 4]	True	[]	[4]	[6]	[3]	[[0, 4, 6, 3, 5]]	5	False	False
[5, 1, 2, 6, 3, 4, 0]	True	[]	[4]	[6]	[3]	[[0, 6, 3, 4, 5]]	5	False	False
[5, 1, 3, 4, 0, 2, 6]	True	[3]	[]	[4]	[2]	[[0, 4, 3, 2, 5]]	5	False	False
[5, 1, 3, 6, 4, 2, 0]	True	[3]	[]	[6]	[2]	[[0, 6, 3, 2, 5]]	5	False	False
[5, 1, 4, 0, 3, 2, 6]	True	[]	[]	[4]	[2, 3]	[[0, 3, 4, 2, 5]]	4	False	False
[5, 1, 4, 2, 0, 3, 6]	True	[2]	[]	[4]	[3]	[[0, 4, 2, 3, 5]]	5	False	False
[5, 1, 4, 3, 0, 6, 2]	True	[]	[6]	[4]	[2]	[[0, 4, 2, 6, 5]]	5	False	False
[5, 1, 4, 3, 6, 2, 0]	True	[]	[6]	[4]	[2]	[[0, 6, 4, 2, 5]]	5	False	False
[5, 1, 6, 0, 4, 2, 3]	True	[]	[]	[6]	[2, 3]	[[0, 3, 6, 2, 5]]	4	False	False
[5, 1, 6, 2, 4, 3, 0]	True	[2]	[]	[6]	[3]	[[0, 6, 2, 3, 5]]	5	False	False
[5, 1, 6, 3, 0, 2, 4]	True	[]	[4]	[6]	[2]	[[0, 4, 6, 2, 5]]	5	False	False
[5, 1, 6, 3, 2, 4, 0]	True	[]	[4]	[6]	[2]	[[0, 6, 2, 4, 5]]	5	False	False
[5, 2, 0, 1, 4, 3, 6]	True	[1, 2]	[]	[]	[3]	[[0, 2, 1, 3, 5]]	6	False	False
[5, 2, 3, 0, 4, 1, 6]	True	[2, 3]	[]	[]	[1]	[[0, 3, 2, 1, 5]]	6	False	False
[5, 2, 3, 4, 6, 1, 0]	True	[2, 3]	[6]	[4]	[1]	[[0, 6, 4, 3, 2, 1, 5]]	9	False	False
[5, 2, 3, 6, 0, 1, 4]	True	[2, 3]	[4]	[6]	[1]	[[0, 4, 6, 3, 2, 1, 5]]	9	False	False
[5, 2, 4, 0, 6, 1, 3]	True	[2]	[6]	[4]	[1, 3]	[[0, 3, 6, 4, 2, 1, 5]]	8	False	False
[5, 2, 4, 1, 6, 3, 0]	True	[1, 2]	[6]	[4]	[3]	[[0, 6, 4, 2, 1, 3, 5]]	9	False	False
[5, 2, 4, 3, 0, 1, 6]	True	[2]	[]	[4]	[1]	[[0, 4, 2, 1, 5]]	5	False	False
[5, 2, 4, 6, 0, 3, 1]	True	[2]	[]	[4, 6]	[1, 3]	[[0, 4, 2, 1, 6, 3, 5]]	7	False	False
[5, 2, 4, 6, 3, 1, 0]	True	[2]	[]	[4, 6]	[1, 3]	[[0, 6, 3, 4, 2, 1, 5]]	7	False	False
[5, 2, 6, 0, 3, 1, 4]	True	[2]	[4]	[6]	[1, 3]	[[0, 3, 4, 6, 2, 1, 5]]	8	False	False
[5, 2, 6, 1, 0, 3, 4]	True	[1, 2]	[4]	[6]	[3]	[[0, 4, 6, 2, 1, 3, 5]]	9	False	False
[5, 2, 6, 3, 4, 1, 0]	True	[2]	[]	[6]	[1]	[[0, 6, 2, 1, 5]]	5	False	False
[5, 2, 6, 4, 0, 1, 3]	True	[2]	[]	[4, 6]	[1, 3]	[[0, 4, 3, 6, 2, 1, 5]]	7	False	False
[5, 2, 6, 4, 1, 3, 0]	True	[2]	[]	[4, 6]	[1, 3]	[[0, 6, 2, 1, 4, 3, 5]]	7	False	False
[5, 3, 0, 2, 4, 1, 6]	True	[2, 3]	[]	[]	[1]	[[0, 2, 3, 1, 5]]	6	False	False
[5, 3, 0, 4, 6, 1, 2]	True	[3]	[6]	[4]	[1, 2]	[[0, 2, 6, 4, 3, 1, 5]]	8	False	False
[5, 3, 0, 6, 2, 1, 4]	True	[3]	[4]	[6]	[1, 2]	[[0, 2, 4, 6, 3, 1, 5]]	8	False	False
[5, 3, 1, 0, 4, 2, 6]	True	[1, 3]	[]	[]	[2]	[[0, 3, 1, 2, 5]]	6	False	False
[5, 3, 1, 4, 6, 2, 0]	True	[1, 3]	[6]	[4]	[2]	[[0, 6, 4, 3, 1, 2, 5]]	9	False	False
[5, 3, 1, 6, 0, 2, 4]	True	[1, 3]	[4]	[6]	[2]	[[0, 4, 6, 3, 1, 2, 5]]	9	False	False
[5, 3, 2, 4, 0, 1, 6]	True	[3]	[]	[4]	[1]	[[0, 4, 3, 1, 5]]	5	False	False
[5, 3, 2, 6, 4, 1, 0]	True	[3]	[]	[6]	[1]	[[0, 6, 3, 1, 5]]	5	False	False
[5, 3, 4, 2, 6, 1, 0]	True	[2, 3]	[6]	[4]	[1]	[[0, 6, 4, 2, 3, 1, 5]]	9	False	False
[5, 3, 4, 6, 0, 1, 2]	True	[3]	[]	[4, 6]	[1, 2]	[[0, 4, 2, 6, 3, 1, 5]]	7	False	False
[5, 3, 4, 6, 1, 2, 0]	True	[3]	[]	[4, 6]	[1, 2]	[[0, 6, 3, 1, 4, 2, 5]]	7	False	False
[5, 3, 6, 2, 0, 1, 4]	True	[2, 3]	[4]	[6]	[1]	[[0, 4, 6, 2, 3, 1, 5]]	9	False	False
[5, 3, 6, 4, 0, 2, 1]	True	[3]	[]	[4, 6]	[1, 2]	[[0, 4, 3, 1, 6, 2, 5]]	7	False	False
[5, 3, 6, 4, 2, 1, 0]	True	[3]	[]	[4, 6]	[1, 2]	[[0, 6, 2, 4, 3, 1, 5]]	7	False	False
[5, 4, 0, 1, 6, 3, 2]	True	[1]	[6]	[4]	[2, 3]	[[0, 2, 6, 4, 1, 3, 5]]	8	False	False
[5, 4, 0, 3, 2, 1, 6]	True	[]	[]	[4]	[1, 2]	[[0, 2, 4, 1, 5]]	4	False	False
[5, 4, 0, 6, 2, 3, 1]	True	[]	[]	[4, 6]	[1, 2, 3]	[[0, 2, 4, 1, 6, 3, 5]]	6	False	False
[5, 4, 0, 6, 3, 1, 2]	True	[]	[]	[4, 6]	[1, 2, 3]	[[0, 2, 6, 3, 4, 1, 5]]	6	False	False
[5, 4, 1, 0, 6, 2, 3]	True	[1]	[6]	[4]	[2, 3]	[[0, 3, 6, 4, 1, 2, 5]]	8	False	False
[5, 4, 1, 2, 6, 3, 0]	True	[1, 2]	[6]	[4]	[3]	[[0, 6, 4, 1, 2, 3, 5]]	9	False	False
[5, 4, 1, 3, 0, 2, 6]	True	[1]	[]	[4]	[2]	[[0, 4, 1, 2, 5]]	5	False	False
[5, 4, 1, 6, 0, 3, 2]	True	[1]	[]	[4, 6]	[2, 3]	[[0, 4, 1, 2, 6, 3, 5]]	7	False	False
[5, 4, 1, 6, 3, 2, 0]	True	[1]	[]	[4, 6]	[2, 3]	[[0, 6, 3, 4, 1, 2, 5]]	7	False	False
[5, 4, 2, 0, 3, 1, 6]	True	[]	[]	[4]	[1, 3]	[[0, 3, 4, 1, 5]]	4	False	False
[5, 4, 2, 1, 0, 3, 6]	True	[1]	[]	[4]	[3]	[[0, 4, 1, 3, 5]]	5	False	False
[5, 4, 2, 3, 0, 6, 1]	True	[]	[6]	[4]	[1]	[[0, 4, 1, 6, 5]]	5	False	False
[5, 4, 2, 3, 6, 1, 0]	True	[]	[6]	[4]	[1]	[[0, 6, 4, 1, 5]]	5	False	False
[5, 4, 3, 1, 6, 2, 0]	True	[1, 3]	[6]	[4]	[2]	[[0, 6, 4, 1, 3, 2, 5]]	9	False	False
[5, 4, 3, 6, 0, 2, 1]	True	[3]	[]	[4, 6]	[1, 2]	[[0, 4, 1, 6, 3, 2, 5]]	7	False	False
[5, 4, 3, 6, 2, 1, 0]	True	[3]	[]	[4, 6]	[1, 2]	[[0, 6, 3, 2, 4, 1, 5]]	7	False	False
[5, 4, 6, 0, 2, 1, 3]	True	[]	[]	[4, 6]	[1, 2, 3]	[[0, 3, 6, 2, 4, 1, 5]]	6	False	False
[5, 4, 6, 0, 3, 2, 1]	True	[]	[]	[4, 6]	[1, 2, 3]	[[0, 3, 4, 1, 6, 2, 5]]	6	False	False
[5, 4, 6, 1, 0, 2, 3]	True	[1]	[]	[4, 6]	[2, 3]	[[0, 4, 1, 3, 6, 2, 5]]	7	False	False
[5, 4, 6, 1, 2, 3, 0]	True	[1]	[]	[4, 6]	[2, 3]	[[0, 6, 2, 4, 1, 3, 5]]	7	False	False
[5, 4, 6, 2, 0, 3, 1]	True	[2]	[]	[4, 6]	[1, 3]	[[0, 4, 1, 6, 2, 3, 5]]	7	False	False
[5, 4, 6, 2, 3, 1, 0]	True	[2]	[]	[4, 6]	[1, 3]	[[0, 6, 2, 3, 4, 1, 5]]	7	False	False
[5, 6, 0, 1, 2, 3, 4]	True	[1]	[4]	[6]	[2, 3]	[[0, 2, 4, 6, 1, 3, 5]]	8	False	False
[5, 6, 0, 3, 4, 1, 2]	True	[]	[]	[6]	[1, 2]	[[0, 2, 6, 1, 5]]	4	False	False
[5, 6, 0, 4, 1, 3, 2]	True	[]	[]	[4, 6]	[1, 2, 3]	[[0, 2, 6, 1, 4, 3, 5]]	6	False	False
[5, 6, 0, 4, 2, 1, 3]	True	[]	[]	[4, 6]	[1, 2, 3]	[[0, 2, 4, 3, 6, 1, 5]]	6	False	False
[5, 6, 1, 0, 3, 2, 4]	True	[1]	[4]	[6]	[2, 3]	[[0, 3, 4, 6, 1, 2, 5]]	8	False	False
[5, 6, 1, 2, 0, 3, 4]	True	[1, 2]	[4]	[6]	[3]	[[0, 4, 6, 1, 2, 3, 5]]	9	False	False
[5, 6, 1, 3, 4, 2, 0]	True	[1]	[]	[6]	[2]	[[0, 6, 1, 2, 5]]	5	False	False
[5, 6, 1, 4, 0, 2, 3]	True	[1]	[]	[4, 6]	[2, 3]	[[0, 4, 3, 6, 1, 2, 5]]	7	False	False
[5, 6, 1, 4, 2, 3, 0]	True	[1]	[]	[4, 6]	[2, 3]	[[0, 6, 1, 2, 4, 3, 5]]	7	False	False
[5, 6, 2, 0, 4, 1, 3]	True	[]	[]	[6]	[1, 3]	[[0, 3, 6, 1, 5]]	4	False	False
[5, 6, 2, 1, 4, 3, 0]	True	[1]	[]	[6]	[3]	[[0, 6, 1, 3, 5]]	5	False	False
[5, 6, 2, 3, 0, 1, 4]	True	[]	[4]	[6]	[1]	[[0, 4, 6, 1, 5]]	5	False	False
[5, 6, 2, 3, 1, 4, 0]	True	[]	[4]	[6]	[1]	[[0, 6, 1, 4, 5]]	5	False	False
[5, 6, 3, 1, 0, 2, 4]	True	[1, 3]	[4]	[6]	[2]	[[0, 4, 6, 1, 3, 2, 5]]	9	False	False
[5, 6, 3, 4, 0, 1, 2]	True	[3]	[]	[4, 6]	[1, 2]	[[0, 4, 3, 2, 6, 1, 5]]	7	False	False
[5, 6, 3, 4, 1, 2, 0]	True	[3]	[]	[4, 6]	[1, 2]	[[0, 6, 1, 4, 3, 2, 5]]	7	False	False
[5, 6, 4, 0, 1, 2, 3]	True	[]	[]	[4, 6]	[1, 2, 3]	[[0, 3, 6, 1, 4, 2, 5]]	6	False	False
[5, 6, 4, 0, 3, 1, 2]	True	[]	[]	[4, 6]	[1, 2, 3]	[[0, 3, 4, 2, 6, 1, 5]]	6	False	False
[5, 6, 4, 1, 0, 3, 2]	True	[1]	[]	[4, 6]	[2, 3]	[[0, 4, 2, 6, 1, 3, 5]]	7	False	False
[5, 6, 4, 1, 3, 2, 0]	True	[1]	[]	[4, 6]	[2, 3]	[[0, 6, 1, 3, 4, 2, 5]]	7	False	False
[5, 6, 4, 2, 0, 1, 3]	True	[2]	[]	[4, 6]	[1, 3]	[[0, 4, 2, 3, 6, 1, 5]]	7	False	False
[5, 6, 4, 2, 1, 3, 0]	True	[2]	[]	[4, 6]	[1, 3]	[[0, 6, 1, 4, 2, 3, 5]]	7	False	False
[6, 0, 1, 2, 4, 5, 3]	True	[1, 2]	[]	[]	[3]	[[0, 1, 2, 3, 6]]	6	False	False
[6, 0, 2, 3, 1, 4, 5]	True	[]	[4, 5]	[]	[1]	[[0, 1, 4, 5, 6]]	6	False	False
[6, 0, 2, 3, 4, 5, 1]	True	[]	[]	[]	[1]	[[0, 1, 6]]	2	False	False
[6, 0, 2, 3, 5, 1, 4]	True	[]	[4, 5]	[]	[1]	[[0, 1, 5, 4, 6]]	6	False	False
[6, 0, 2, 4, 1, 5, 3]	True	[]	[]	[4]	[1, 3]	[[0, 1, 4, 3, 6]]	4	False	False
[6, 0, 2, 5, 4, 1, 3]	True	[]	[]	[5]	[1, 3]	[[0, 1, 5, 3, 6]]	4	False	False
[6, 0, 3, 1, 4, 5, 2]	True	[1, 3]	[]	[]	[2]	[[0, 1, 3, 2, 6]]	6	False	False
[6, 0, 3, 4, 5, 1, 2]	True	[3]	[5]	[4]	[1, 2]	[[0, 1, 5, 4, 3, 2, 6]]	8	False	False
[6, 0, 3, 5, 1, 4, 2]	True	[3]	[4]	[5]	[1, 2]	[[0, 1, 4, 5, 3, 2, 6]]	8	False	False
[6, 0, 4, 2, 5, 1, 3]	True	[2]	[5]	[4]	[1, 3]	[[0, 1, 5, 4, 2, 3, 6]]	8	False	False
[6, 0, 4, 3, 1, 5, 2]	True	[]	[]	[4]	[1, 2]	[[0, 1, 4, 2, 6]]	4	False	False
[6, 0, 4, 5, 1, 2, 3]	True	[]	[]	[4, 5]	[1, 2, 3]	[[0, 1, 4, 2, 5, 3, 6]]	6	False	False
[6, 0, 4, 5, 3, 1, 2]	True	[]	[]	[4, 5]	[1, 2, 3]	[[0, 1, 5, 3, 4, 2, 6]]	6	False	False
[6, 0, 5, 2, 1, 4, 3]	True	[2]	[4]	[5]	[1, 3]	[[0, 1, 4, 5, 2, 3, 6]]	8	False	False
[6, 0, 5, 3, 4, 1, 2]	True	[]	[]	[5]	[1, 2]	[[0, 1, 5, 2, 6]]	4	False	False
[6, 0, 5, 4, 1, 3, 2]	True	[]	[]	[4, 5]	[1, 2, 3]	[[0, 1, 4, 3, 5, 2, 6]]	6	False	False
[6, 0, 5, 4, 2, 1, 3]	True	[]	[]	[4, 5]	[1, 2, 3]	[[0, 1, 5, 2, 4, 3, 6]]	6	False	False
[6, 1, 0, 3, 2, 4, 5]	True	[]	[4, 5]	[]	[2]	[[0, 2, 4, 5, 6]]	6	False	False
[6, 1, 0, 3, 4, 5, 2]	True	[]	[]	[]	[2]	[[0, 2, 6]]	2	False	False
[6, 1, 0, 3, 5, 2, 4]	True	[]	[4, 5]	[]	[2]	[[0, 2, 5, 4, 6]]	6	False	False
[6, 1, 0, 4, 2, 5, 3]	True	[]	[]	[4]	[2, 3]	[[0, 2, 4, 3, 6]]	4	False	False
[6, 1, 0, 5, 4, 2, 3]	True	[]	[]	[5]	[2, 3]	[[0, 2, 5, 3, 6]]	4	False	False
[6, 1, 2, 0, 3, 4, 5]	True	[]	[4, 5]	[]	[3]	[[0, 3, 4, 5, 6]]	6	False	False
[6, 1, 2, 0, 4, 5, 3]	True	[]	[]	[]	[3]	[[0, 3, 6]]	2	False	False
[6, 1, 2, 0, 5, 3, 4]	True	[]	[4, 5]	[]	[3]	[[0, 3, 5, 4, 6]]	6	False	False
[6, 1, 2, 3, 0, 5, 4]	True	[]	[4]	[]	[]	[[0, 4, 6]]	3	False	False
[6, 1, 2, 3, 4, 0, 5]	True	[]	[5]	[]	[]	[[0, 5, 6]]	3	False	False
[6, 1, 2, 3, 5, 4, 0]	True	[]	[4, 5]	[]	[]	[[0, 6], [4, 5]]	6	False	False
[6, 1, 2, 4, 0, 3, 5]	True	[]	[5]	[4]	[3]	[[0, 4, 3, 5, 6]]	5	False	False
[6, 1, 2, 4, 5, 0, 3]	True	[]	[5]	[4]	[3]	[[0, 5, 4, 3, 6]]	5	False	False
[6, 1, 2, 5, 0, 4, 3]	True	[]	[4]	[5]	[3]	[[0, 4, 5, 3, 6]]	5	False	False
[6, 1, 2, 5, 3, 0, 4]	True	[]	[4]	[5]	[3]	[[0, 5, 3, 4, 6]]	5	False	False
[6, 1, 3, 4, 0, 5, 2]	True	[3]	[]	[4]	[2]	[[0, 4, 3, 2, 6]]	5	False	False
[6, 1, 3, 5, 4, 0, 2]	True	[3]	[]	[5]	[2]	[[0, 5, 3, 2, 6]]	5	False	False
[6, 1, 4, 0, 3, 5, 2]	True	[]	[]	[4]	[2, 3]	[[0, 3, 4, 2, 6]]	4	False	False
[6, 1, 4, 2, 0, 5, 3]	True	[2]	[]	[4]	[3]	[[0, 4, 2, 3, 6]]	5	False	False
[6, 1, 4, 3, 0, 2, 5]	True	[]	[5]	[4]	[2]	[[0, 4, 2, 5, 6]]	5	False	False
[6, 1, 4, 3, 5, 0, 2]	True	[]	[5]	[4]	[2]	[[0, 5, 4, 2, 6]]	5	False	False
[6, 1, 5, 0, 4, 3, 2]	True	[]	[]	[5]	[2, 3]	[[0, 3, 5, 2, 6]]	4	False	False
[6, 1, 5, 2, 4, 0, 3]	True	[2]	[]	[5]	[3]	[[0, 5, 2, 3, 6]]	5	False	False
[6, 1, 5, 3, 0, 4, 2]	True	[]	[4]	[5]	[2]	[[0, 4, 5, 2, 6]]	5	False	False
[6, 1, 5, 3, 2, 0, 4]	True	[]	[4]	[5]	[2]	[[0, 5, 2, 4, 6]]	5	False	False
[6, 2, 0, 1, 4, 5, 3]	True	[1, 2]	[]	[]	[3]	[[0, 2, 1, 3, 6]]	6	False	False
[6, 2, 3, 0, 4, 5, 1]	True	[2, 3]	[]	[]	[1]	[[0, 3, 2, 1, 6]]	6	False	False
[6, 2, 3, 4, 5, 0, 1]	True	[2, 3]	[5]	[4]	[1]	[[0, 5, 4, 3, 2, 1, 6]]	9	False	False
[6, 2, 3, 5, 0, 4, 1]	True	[2, 3]	[4]	[5]	[1]	[[0, 4, 5, 3, 2, 1, 6]]	9	False	False
[6, 2, 4, 0, 5, 3, 1]	True	[2]	[5]	[4]	[1, 3]	[[0, 3, 5, 4, 2, 1, 6]]	8	False	False
[6, 2, 4, 1, 5, 0, 3]	True	[1, 2]	[5]	[4]	[3]	[[0, 5, 4, 2, 1, 3, 6]]	9	False	False
[6, 2, 4, 3, 0, 5, 1]	True	[2]	[]	[4]	[1]	[[0, 4, 2, 1, 6]]	5	False	False
[6, 2, 4, 5, 0, 1, 3]	True	[2]	[]	[4, 5]	[1, 3]	[[0, 4, 2, 1, 5, 3, 6]]	7	False	False
[6, 2, 4, 5, 3, 0, 1]	True	[2]	[]	[4, 5]	[1, 3]	[[0, 5, 3, 4, 2, 1, 6]]	7	False	False
[6, 2, 5, 0, 3, 4, 1]	True	[2]	[4]	[5]	[1, 3]	[[0, 3, 4, 5, 2, 1, 6]]	8	False	False
[6, 2, 5, 1, 0, 4, 3]	True	[1, 2]	[4]	[5]	[3]	[[0, 4, 5, 2, 1, 3, 6]]	9	False	False
[6, 2, 5, 3, 4, 0, 1]	True	[2]	[]	[5]	[1]	[[0, 5, 2, 1, 6]]	5	False	False
[6, 2, 5, 4, 0, 3, 1]	True	[2]	[]	[4, 5]	[1, 3]	[[0, 4, 3, 5, 2, 1, 6]]	7	False	False
[6, 2, 5, 4, 1, 0, 3]	True	[2]	[]	[4, 5]	[1, 3]	[[0, 5, 2, 1, 4, 3, 6]]	7	False	False
[6, 3, 0, 2, 4, 5, 1]	True	[2, 3]	[]	[]	[1]	[[0, 2, 3, 1, 6]]	6	False	False
[6, 3, 0, 4, 5, 2, 1]	True	[3]	[5]	[4]	[1, 2]	[[0, 2, 5, 4, 3, 1, 6]]	8	False	False
[6, 3, 0, 5, 2, 4, 1]	True	[3]	[4]	[5]	[1, 2]	[[0, 2, 4, 5, 3, 1, 6]]	8	False	False
[6, 3, 1, 0, 4, 5, 2]	True	[1, 3]	[]	[]	[2]	[[0, 3, 1, 2, 6]]	6	False	False
[6, 3, 1, 4, 5, 0, 2]	True	[1, 3]	[5]	[4]	[2]	[[0, 5, 4, 3, 1, 2, 6]]	9	False	False
[6, 3, 1, 5, 0, 4, 2]	True	[1, 3]	[4]	[5]	[2]	[[0, 4, 5, 3, 1, 2, 6]]	9	False	False
[6, 3, 2, 4, 0, 5, 1]	True	[3]	[]	[4]	[1]	[[0, 4, 3, 1, 6]]	5	False	False
[6, 3, 2, 5, 4, 0, 1]	True	[3]	[]	[5]	[1]	[[0, 5, 3, 1, 6]]	5	False	False
[6, 3, 4, 2, 5, 0, 1]	True	[2, 3]	[5]	[4]	[1]	[[0, 5, 4, 2, 3, 1, 6]]	9	False	False
[6, 3, 4, 5, 0, 2, 1]	True	[3]	[]	[4, 5]	[1, 2]	[[0, 4, 2, 5, 3, 1, 6]]	7	False	False
[6, 3, 4, 5, 1, 0, 2]	True	[3]	[]	[4, 5]	[1, 2]	[[0, 5, 3, 1, 4, 2, 6]]	7	False	False
[6, 3, 5, 2, 0, 4, 1]	True	[2, 3]	[4]	[5]	[1]	[[0, 4, 5, 2, 3, 1, 6]]	9	False	False
[6, 3, 5, 4, 0, 1, 2]	True	[3]	[]	[4, 5]	[1, 2]	[[0, 4, 3, 1, 5, 2, 6]]	7	False	False
[6, 3, 5, 4, 2, 0, 1]	True	[3]	[]	[4, 5]	[1, 2]	[[0, 5, 2, 4, 3, 1, 6]]	7	False	False
[6, 4, 0, 1, 5, 2, 3]	True	[1]	[5]	[4]	[2, 3]	[[0, 2, 5, 4, 1, 3, 6]]	8	False	False
[6, 4, 0, 3, 2, 5, 1]	True	[]	[]	[4]	[1, 2]	[[0, 2, 4, 1, 6]]	4	False	False
[6, 4, 0, 5, 2, 1, 3]	True	[]	[]	[4, 5]	[1, 2, 3]	[[0, 2, 4, 1, 5, 3, 6]]	6	False	False
[6, 4, 0, 5, 3, 2, 1]	True	[]	[]	[4, 5]	[1, 2, 3]	[[0, 2, 5, 3, 4, 1, 6]]	6	False	False
[6, 4, 1, 0, 5, 3, 2]	True	[1]	[5]	[4]	[2, 3]	[[0, 3, 5, 4, 1, 2, 6]]	8	False	False
[6, 4, 1, 2, 5, 0, 3]	True	[1, 2]	[5]	[4]	[3]	[[0, 5, 4, 1, 2, 3, 6]]	9	False	False
[6, 4, 1, 3, 0, 5, 2]	True	[1]	[]	[4]	[2]	[[0, 4, 1, 2, 6]]	5	False	False
[6, 4, 1, 5, 0, 2, 3]	True	[1]	[]	[4, 5]	[2, 3]	[[0, 4, 1, 2, 5, 3, 6]]	7	False	False
[6, 4, 1, 5, 3, 0, 2]	True	[1]	[]	[4, 5]	[2, 3]	[[0, 5, 3, 4, 1, 2, 6]]	7	False	False
[6, 4, 2, 0, 3, 5, 1]	True	[]	[]	[4]	[1, 3]	[[0, 3, 4, 1, 6]]	4	False	False
[6, 4, 2, 1, 0, 5, 3]	True	[1]	[]	[4]	[3]	[[0, 4, 1, 3, 6]]	5	False	False
[6, 4, 2, 3, 0, 1, 5]	True	[]	[5]	[4]	[1]	[[0, 4, 1, 5, 6]]	5	False	False
[6, 4, 2, 3, 5, 0, 1]	True	[]	[5]	[4]	[1]	[[0, 5, 4, 1, 6]]	5	False	False
[6, 4, 3, 1, 5, 0, 2]	True	[1, 3]	[5]	[4]	[2]	[[0, 5, 4, 1, 3, 2, 6]]	9	False	False
